nombre;fecha;puesto;pais;duracion;tiros1;tiros2;tiros3;puntos1;puntos2;puntos3
Damiris Dantas;01/01/2002;PIVOT;AUSTRALIA;2;0;0;0;0;0;0
Damiris Dantas;13/03/2002;PIVOT;AUSTRALIA;15;0;1;0;0;2;0
Damiris Dantas;16/03/2002;PIVOT;AUSTRALIA;11;0;3;0;0;4;0
Damiris Dantas;18/03/2002;PIVOT;AUSTRALIA;3;2;0;0;1;0;0
Sugar Rodgers;31/05/2001;ALA;SUDAFRICA;7;0;0;0;0;0;0
Sugar Rodgers;01/06/2001;ALA;SUDAFRICA;4;0;2;1;0;2;3
Sugar Rodgers;08/06/2001;ALA;SUDAFRICA;13;0;6;2;0;2;0
Sugar Rodgers;11/06/2001;ALA;SUDAFRICA;23;2;10;6;2;10;9
Sugar Rodgers;14/06/2001;ALA;SUDAFRICA;11;0;5;2;0;2;0
Sugar Rodgers;15/06/2001;ALA;SUDAFRICA;10;0;4;1;0;2;3
Sugar Rodgers;28/08/2001;ALA;SUDAFRICA;13;0;2;1;0;0;0
Sugar Rodgers;31/08/2001;ALA;SUDAFRICA;19;0;4;2;0;2;3
Sugar Rodgers;02/09/2001;ALA;SUDAFRICA;17;2;10;4;2;2;0
Sugar Rodgers;05/09/2001;ALA;SUDAFRICA;20;0;7;5;0;6;6
Sugar Rodgers;07/09/2001;ALA;SUDAFRICA;20;0;8;5;0;2;3
Sugar Rodgers;10/09/2001;ALA;SUDAFRICA;12;0;5;2;0;6;3
Sugar Rodgers;12/09/2001;ALA;SUDAFRICA;13;3;2;1;1;0;0
Sugar Rodgers;14/09/2001;ALA;SUDAFRICA;8;2;7;5;0;10;9
Sugar Rodgers;19/09/2001;ALA;SUDAFRICA;20;4;9;2;2;10;0
Sugar Rodgers;21/09/2001;ALA;SUDAFRICA;17;2;6;3;2;4;3
Sugar Rodgers;02/12/2001;ALA;SUDAFRICA;15;1;3;2;1;2;0
Sugar Rodgers;07/12/2001;ALA;SUDAFRICA;16;1;6;3;1;4;0
Sugar Rodgers;10/12/2001;ALA;SUDAFRICA;26;3;15;5;3;16;6
Sugar Rodgers;12/12/2001;ALA;SUDAFRICA;24;0;8;4;0;2;3
Sugar Rodgers;17/12/2001;ALA;SUDAFRICA;15;1;8;4;1;12;6
Sugar Rodgers;24/12/2001;ALA;SUDAFRICA;18;0;2;0;0;0;0
Sugar Rodgers;25/12/2001;ALA;SUDAFRICA;31;2;13;7;1;14;9
Sugar Rodgers;27/12/2001;ALA;SUDAFRICA;18;3;5;2;1;2;0
Sugar Rodgers;30/12/2001;ALA;SUDAFRICA;17;2;9;2;1;8;3
Sugar Rodgers;01/01/2002;ALA;SUDAFRICA;24;2;6;1;1;2;0
Sugar Rodgers;14/03/2002;ALA;SUDAFRICA;8;0;1;0;0;0;0
Sugar Rodgers;16/03/2002;ALA;SUDAFRICA;14;0;4;1;0;0;0
Sugar Rodgers;19/03/2002;ALA;SUDAFRICA;22;6;12;4;6;6;0
Sugar Rodgers;21/03/2002;ALA;SUDAFRICA;15;3;5;2;2;6;3
Sugar Rodgers;23/03/2002;ALA;SUDAFRICA;11;0;5;0;0;2;0
Sugar Rodgers;25/03/2002;ALA;SUDAFRICA;21;8;5;0;7;2;0
Sugar Rodgers;27/03/2002;ALA;SUDAFRICA;15;0;6;4;0;2;0
Sugar Rodgers;28/03/2002;ALA;SUDAFRICA;17;2;4;0;2;4;0
Jordan Hooper;01/06/2001;ALA;NUEVA ZELANDA;14;0;3;2;0;0;0
Jordan Hooper;07/06/2001;ALA;NUEVA ZELANDA;15;2;7;5;2;6;9
Jordan Hooper;12/06/2001;ALA;NUEVA ZELANDA;14;2;6;2;0;4;0
Jordan Hooper;14/06/2001;ALA;NUEVA ZELANDA;18;0;6;6;0;4;6
Jordan Hooper;24/08/2001;ALA;NUEVA ZELANDA;31;0;10;7;0;8;6
Jordan Hooper;29/08/2001;ALA;NUEVA ZELANDA;12;2;2;2;2;0;0
Jordan Hooper;02/09/2001;ALA;NUEVA ZELANDA;18;0;4;3;0;6;6
Jordan Hooper;05/09/2001;ALA;NUEVA ZELANDA;23;2;8;6;2;8;6
Jordan Hooper;07/09/2001;ALA;NUEVA ZELANDA;13;0;5;2;0;6;0
Jordan Hooper;11/09/2001;ALA;NUEVA ZELANDA;19;2;6;5;0;8;9
Jordan Hooper;12/09/2001;ALA;NUEVA ZELANDA;22;0;9;6;0;6;3
Jordan Hooper;14/09/2001;ALA;NUEVA ZELANDA;21;0;6;4;0;6;9
Jordan Hooper;17/09/2001;ALA;NUEVA ZELANDA;26;0;4;2;0;6;3
Jordan Hooper;20/09/2001;ALA;NUEVA ZELANDA;27;0;8;6;0;6;9
Jordan Hooper;21/09/2001;ALA;NUEVA ZELANDA;18;0;6;3;0;2;0
Jordan Hooper;02/12/2001;ALA;NUEVA ZELANDA;17;0;6;4;0;4;3
Jordan Hooper;04/12/2001;ALA;NUEVA ZELANDA;19;0;6;4;0;6;6
Jordan Hooper;06/12/2001;ALA;NUEVA ZELANDA;19;2;6;5;1;0;0
Jordan Hooper;09/12/2001;ALA;NUEVA ZELANDA;21;0;9;8;0;8;12
Jordan Hooper;11/12/2001;ALA;NUEVA ZELANDA;26;0;5;5;0;4;6
Jordan Hooper;13/12/2001;ALA;NUEVA ZELANDA;22;0;9;8;0;4;6
Jordan Hooper;17/12/2001;ALA;NUEVA ZELANDA;15;2;3;1;2;0;0
Jordan Hooper;18/12/2001;ALA;NUEVA ZELANDA;10;0;1;1;0;0;0
Jordan Hooper;23/12/2001;ALA;NUEVA ZELANDA;18;0;4;3;0;4;6
Jordan Hooper;26/12/2001;ALA;NUEVA ZELANDA;24;0;9;7;0;6;9
Jordan Hooper;28/12/2001;ALA;NUEVA ZELANDA;18;0;9;8;0;6;9
Jordan Hooper;30/12/2001;ALA;NUEVA ZELANDA;14;0;3;3;0;0;0
Jordan Hooper;01/01/2002;ALA;NUEVA ZELANDA;17;0;5;3;0;4;6
Jordan Hooper;13/03/2002;ALA;NUEVA ZELANDA;17;0;2;1;0;0;0
Jordan Hooper;16/03/2002;ALA;NUEVA ZELANDA;14;0;6;4;0;6;3
Jordan Hooper;19/03/2002;ALA;NUEVA ZELANDA;22;0;7;4;0;6;3
Jordan Hooper;21/03/2002;ALA;NUEVA ZELANDA;20;0;6;4;0;2;3
Jordan Hooper;26/03/2002;ALA;NUEVA ZELANDA;18;4;3;3;3;0;0
Jordan Hooper;27/03/2002;ALA;NUEVA ZELANDA;24;3;3;3;3;0;0
Stefanie Dolson;31/05/2001;BASE;NIGERIA;18;0;6;1;0;6;0
Stefanie Dolson;07/06/2001;BASE;NIGERIA;19;2;3;0;2;2;0
Stefanie Dolson;08/06/2001;BASE;NIGERIA;17;2;7;0;2;4;0
Stefanie Dolson;14/06/2001;BASE;NIGERIA;18;0;6;0;0;2;0
Stefanie Dolson;24/08/2001;BASE;NIGERIA;40;2;8;0;2;12;0
Stefanie Dolson;28/08/2001;BASE;NIGERIA;16;0;4;0;0;6;0
Stefanie Dolson;29/08/2001;BASE;NIGERIA;24;4;6;0;4;6;0
Stefanie Dolson;31/08/2001;BASE;NIGERIA;20;2;4;0;1;6;0
Stefanie Dolson;02/09/2001;BASE;NIGERIA;16;0;3;0;0;2;0
Stefanie Dolson;05/09/2001;BASE;NIGERIA;11;0;5;0;0;8;0
Stefanie Dolson;07/09/2001;BASE;NIGERIA;21;2;4;0;2;2;0
Stefanie Dolson;10/09/2001;BASE;NIGERIA;20;0;5;0;0;8;0
Stefanie Dolson;12/09/2001;BASE;NIGERIA;16;2;1;1;2;0;0
Stefanie Dolson;14/09/2001;BASE;NIGERIA;7;1;3;0;0;4;0
Stefanie Dolson;16/09/2001;BASE;NIGERIA;16;0;7;0;0;10;0
Stefanie Dolson;19/09/2001;BASE;NIGERIA;18;0;6;0;0;8;0
Stefanie Dolson;21/09/2001;BASE;NIGERIA;20;0;4;0;0;6;0
Stefanie Dolson;03/12/2001;BASE;NIGERIA;14;0;4;0;0;2;0
Stefanie Dolson;06/12/2001;BASE;NIGERIA;19;0;8;0;0;8;0
Stefanie Dolson;10/12/2001;BASE;NIGERIA;20;2;6;0;2;4;0
Stefanie Dolson;13/12/2001;BASE;NIGERIA;22;2;8;0;1;10;0
Stefanie Dolson;16/12/2001;BASE;NIGERIA;13;0;7;1;0;2;0
Stefanie Dolson;18/12/2001;BASE;NIGERIA;13;0;3;0;0;2;0
Stefanie Dolson;24/12/2001;BASE;NIGERIA;20;3;7;0;3;10;0
Stefanie Dolson;26/12/2001;BASE;NIGERIA;18;0;6;0;0;4;0
Stefanie Dolson;28/12/2001;BASE;NIGERIA;15;0;5;0;0;2;0
Stefanie Dolson;30/12/2001;BASE;NIGERIA;25;0;6;0;0;8;0
Stefanie Dolson;14/03/2002;BASE;NIGERIA;13;0;4;0;0;2;0
Stefanie Dolson;16/03/2002;BASE;NIGERIA;19;1;4;0;0;6;0
Stefanie Dolson;19/03/2002;BASE;NIGERIA;12;4;4;0;2;4;0
Stefanie Dolson;21/03/2002;BASE;NIGERIA;15;0;2;0;0;2;0
Stefanie Dolson;24/03/2002;BASE;NIGERIA;35;6;10;0;6;6;0
Stefanie Dolson;26/03/2002;BASE;NIGERIA;15;0;5;0;0;4;0
Stefanie Dolson;27/03/2002;BASE;NIGERIA;20;2;6;0;1;6;0
LMALTAsey Harding;31/05/2001;PIVOT;CANADA;29;2;10;3;2;2;0
LMALTAsey Harding;02/06/2001;PIVOT;CANADA;27;0;10;1;0;8;0
LMALTAsey Harding;09/06/2001;PIVOT;CANADA;32;0;12;1;0;8;0
LMALTAsey Harding;24/08/2001;PIVOT;CANADA;52;1;18;4;1;10;6
LMALTAsey Harding;26/08/2001;PIVOT;CANADA;30;0;9;1;0;6;3
LMALTAsey Harding;29/08/2001;PIVOT;CANADA;31;2;6;1;2;6;0
LMALTAsey Harding;31/08/2001;PIVOT;CANADA;19;0;5;0;0;0;0
LMALTAsey Harding;05/09/2001;PIVOT;CANADA;30;2;8;1;0;6;0
LMALTAsey Harding;06/09/2001;PIVOT;CANADA;34;4;11;0;4;8;0
LMALTAsey Harding;09/09/2001;PIVOT;CANADA;21;0;7;1;0;2;0
LMALTAsey Harding;11/09/2001;PIVOT;CANADA;28;4;8;0;2;12;0
LMALTAsey Harding;14/09/2001;PIVOT;CANADA;13;2;5;1;2;2;0
LMALTAsey Harding;16/09/2001;PIVOT;CANADA;29;0;8;1;0;6;0
LMALTAsey Harding;20/09/2001;PIVOT;CANADA;32;4;11;1;2;6;0
LMALTAsey Harding;02/12/2001;PIVOT;CANADA;29;2;8;2;2;4;0
LMALTAsey Harding;04/12/2001;PIVOT;CANADA;21;2;4;0;2;0;0
LMALTAsey Harding;07/12/2001;PIVOT;CANADA;26;4;4;0;4;4;0
LMALTAsey Harding;09/12/2001;PIVOT;CANADA;25;4;13;3;3;10;6
LMALTAsey Harding;12/12/2001;PIVOT;CANADA;19;0;6;0;0;4;0
LMALTAsey Harding;14/12/2001;PIVOT;CANADA;20;2;3;0;2;0;0
LMALTAsey Harding;16/12/2001;PIVOT;CANADA;16;0;8;0;0;6;0
LMALTAsey Harding;18/12/2001;PIVOT;CANADA;7;0;1;0;0;0;0
LMALTAsey Harding;24/12/2001;PIVOT;CANADA;9;0;3;0;0;0;0
LMALTAsey Harding;25/12/2001;PIVOT;CANADA;10;2;1;0;2;0;0
LMALTAsey Harding;30/12/2001;PIVOT;CANADA;14;0;5;0;0;6;0
LMALTAsey Harding;14/03/2002;PIVOT;CANADA;22;0;3;0;0;2;0
LMALTAsey Harding;16/03/2002;PIVOT;CANADA;14;0;4;0;0;8;0
LMALTAsey Harding;19/03/2002;PIVOT;CANADA;4;0;0;0;0;0;0
LMALTAsey Harding;21/03/2002;PIVOT;CANADA;21;1;7;0;1;6;0
LMALTAsey Harding;26/03/2002;PIVOT;CANADA;8;2;1;0;1;2;0
LMALTAsey Harding;27/03/2002;PIVOT;CANADA;32;2;11;1;1;6;0
Shenise Johnson;31/05/2001;PIVOT;PAKISTÁN;25;6;7;2;5;4;0
Shenise Johnson;01/06/2001;PIVOT;PAKISTÁN;17;1;7;1;1;4;0
Shenise Johnson;07/06/2001;PIVOT;PAKISTÁN;19;0;5;1;0;8;3
Shenise Johnson;09/06/2001;PIVOT;PAKISTÁN;16;0;4;1;0;2;0
Shenise Johnson;28/08/2001;PIVOT;PAKISTÁN;10;0;3;0;0;2;0
Shenise Johnson;05/09/2001;PIVOT;PAKISTÁN;10;0;4;2;0;4;0
Shenise Johnson;06/09/2001;PIVOT;PAKISTÁN;20;0;1;0;0;0;0
Shenise Johnson;11/09/2001;PIVOT;PAKISTÁN;16;0;4;0;0;4;0
Shenise Johnson;14/09/2001;PIVOT;PAKISTÁN;16;1;9;4;1;6;3
Shenise Johnson;16/09/2001;PIVOT;PAKISTÁN;11;0;3;1;0;2;0
Shenise Johnson;18/09/2001;PIVOT;PAKISTÁN;24;3;4;2;2;6;6
Shenise Johnson;21/09/2001;PIVOT;PAKISTÁN;12;0;2;0;0;0;0
Shenise Johnson;02/12/2001;PIVOT;PAKISTÁN;13;0;5;1;0;4;0
Shenise Johnson;04/12/2001;PIVOT;PAKISTÁN;23;2;6;2;2;8;3
Shenise Johnson;06/12/2001;PIVOT;PAKISTÁN;21;2;9;2;1;6;0
Shenise Johnson;10/12/2001;PIVOT;PAKISTÁN;19;2;6;1;2;6;0
Shenise Johnson;12/12/2001;PIVOT;PAKISTÁN;25;0;8;2;0;8;6
Shenise Johnson;14/12/2001;PIVOT;PAKISTÁN;26;2;9;2;1;8;3
Shenise Johnson;18/12/2001;PIVOT;PAKISTÁN;25;6;3;2;5;6;6
Shenise Johnson;23/12/2001;PIVOT;PAKISTÁN;19;4;6;1;3;2;3
Shenise Johnson;26/12/2001;PIVOT;PAKISTÁN;22;0;12;2;0;12;3
Shenise Johnson;27/12/2001;PIVOT;PAKISTÁN;18;0;6;2;0;0;0
Shenise Johnson;30/12/2001;PIVOT;PAKISTÁN;16;0;9;5;0;8;9
Shenise Johnson;12/03/2002;PIVOT;PAKISTÁN;15;0;7;1;0;4;0
Shenise Johnson;14/03/2002;PIVOT;PAKISTÁN;12;0;3;1;0;0;0
Shenise Johnson;18/03/2002;PIVOT;PAKISTÁN;11;0;4;0;0;4;0
Shenise Johnson;19/03/2002;PIVOT;PAKISTÁN;18;4;2;1;4;0;0
Shenise Johnson;21/03/2002;PIVOT;PAKISTÁN;11;0;4;1;0;0;0
Shenise Johnson;26/03/2002;PIVOT;PAKISTÁN;15;2;6;1;2;6;3
Shenise Johnson;28/03/2002;PIVOT;PAKISTÁN;33;0;12;2;0;12;0
Roneeka Hodges;01/06/2001;ALA;NUEVA ZELANDA;26;0;6;4;0;4;3
Roneeka Hodges;07/06/2001;ALA;NUEVA ZELANDA;16;3;6;4;3;6;3
Roneeka Hodges;12/06/2001;ALA;NUEVA ZELANDA;15;0;2;1;0;0;0
Roneeka Hodges;14/06/2001;ALA;NUEVA ZELANDA;26;1;3;2;0;4;3
Roneeka Hodges;24/08/2001;ALA;NUEVA ZELANDA;14;0;2;1;0;0;0
Roneeka Hodges;29/08/2001;ALA;NUEVA ZELANDA;17;0;4;3;0;4;3
Roneeka Hodges;02/09/2001;ALA;NUEVA ZELANDA;20;2;6;4;2;4;3
Roneeka Hodges;05/09/2001;ALA;NUEVA ZELANDA;17;0;4;2;0;2;3
Roneeka Hodges;07/09/2001;ALA;NUEVA ZELANDA;27;0;5;3;0;4;3
Roneeka Hodges;11/09/2001;ALA;NUEVA ZELANDA;16;1;7;4;0;0;0
Roneeka Hodges;12/09/2001;ALA;NUEVA ZELANDA;16;2;4;2;1;2;0
Roneeka Hodges;14/09/2001;ALA;NUEVA ZELANDA;24;2;9;5;2;8;9
Roneeka Hodges;17/09/2001;ALA;NUEVA ZELANDA;19;0;4;3;0;2;3
Roneeka Hodges;20/09/2001;ALA;NUEVA ZELANDA;17;0;4;1;0;8;3
Roneeka Hodges;21/09/2001;ALA;NUEVA ZELANDA;29;0;9;6;0;10;6
Roneeka Hodges;02/12/2001;ALA;NUEVA ZELANDA;23;0;5;4;0;2;3
Roneeka Hodges;04/12/2001;ALA;NUEVA ZELANDA;26;0;5;2;0;2;0
Roneeka Hodges;06/12/2001;ALA;NUEVA ZELANDA;21;0;4;1;0;2;0
Roneeka Hodges;09/12/2001;ALA;NUEVA ZELANDA;19;0;7;4;0;6;6
Roneeka Hodges;11/12/2001;ALA;NUEVA ZELANDA;18;0;5;4;0;6;6
Roneeka Hodges;13/12/2001;ALA;NUEVA ZELANDA;22;0;8;5;0;6;6
Roneeka Hodges;17/12/2001;ALA;NUEVA ZELANDA;25;0;5;5;0;2;3
Roneeka Hodges;18/12/2001;ALA;NUEVA ZELANDA;30;2;5;2;1;6;3
Roneeka Hodges;23/12/2001;ALA;NUEVA ZELANDA;22;2;5;3;2;0;0
Roneeka Hodges;26/12/2001;ALA;NUEVA ZELANDA;16;0;6;5;0;2;3
Roneeka Hodges;28/12/2001;ALA;NUEVA ZELANDA;26;1;6;3;1;6;3
Roneeka Hodges;30/12/2001;ALA;NUEVA ZELANDA;29;9;9;8;8;6;6
Roneeka Hodges;01/01/2002;ALA;NUEVA ZELANDA;23;2;6;4;2;2;0
Roneeka Hodges;13/03/2002;ALA;NUEVA ZELANDA;23;0;3;1;0;4;0
Roneeka Hodges;16/03/2002;ALA;NUEVA ZELANDA;23;0;7;4;0;6;0
Roneeka Hodges;19/03/2002;ALA;NUEVA ZELANDA;19;0;6;2;0;4;3
Roneeka Hodges;21/03/2002;ALA;NUEVA ZELANDA;20;2;7;4;1;4;3
Roneeka Hodges;26/03/2002;ALA;NUEVA ZELANDA;20;0;5;3;0;2;0
Roneeka Hodges;27/03/2002;ALA;NUEVA ZELANDA;16;0;6;3;0;2;0
Alex Montgomery;31/05/2001;ALA;SUDAFRICA;18;2;5;1;2;6;3
Alex Montgomery;01/06/2001;ALA;SUDAFRICA;16;0;6;2;0;4;0
Alex Montgomery;08/06/2001;ALA;SUDAFRICA;16;0;0;0;0;0;0
Alex Montgomery;11/06/2001;ALA;SUDAFRICA;15;0;2;1;0;2;0
Alex Montgomery;14/06/2001;ALA;SUDAFRICA;23;0;4;1;0;4;0
Alex Montgomery;15/06/2001;ALA;SUDAFRICA;16;0;4;0;0;2;0
Alex Montgomery;28/08/2001;ALA;SUDAFRICA;24;0;4;2;0;8;6
Alex Montgomery;31/08/2001;ALA;SUDAFRICA;19;2;7;4;2;8;9
Alex Montgomery;02/09/2001;ALA;SUDAFRICA;18;0;0;0;0;0;0
Alex Montgomery;05/09/2001;ALA;SUDAFRICA;31;0;6;0;0;4;0
Alex Montgomery;07/09/2001;ALA;SUDAFRICA;30;0;7;2;0;6;0
Alex Montgomery;10/09/2001;ALA;SUDAFRICA;32;1;7;2;0;6;3
Alex Montgomery;12/09/2001;ALA;SUDAFRICA;23;0;7;3;0;8;9
Alex Montgomery;14/09/2001;ALA;SUDAFRICA;33;0;15;7;0;10;6
Alex Montgomery;19/09/2001;ALA;SUDAFRICA;32;2;10;6;0;8;9
Alex Montgomery;21/09/2001;ALA;SUDAFRICA;33;0;8;6;0;4;6
Alex Montgomery;02/12/2001;ALA;SUDAFRICA;21;0;1;1;0;2;3
Alex Montgomery;07/12/2001;ALA;SUDAFRICA;22;0;3;1;0;4;0
Alex Montgomery;10/12/2001;ALA;SUDAFRICA;18;0;6;2;0;2;0
Alex Montgomery;12/12/2001;ALA;SUDAFRICA;31;1;8;3;0;8;6
Alex Montgomery;17/12/2001;ALA;SUDAFRICA;23;0;5;5;0;2;3
Alex Montgomery;24/12/2001;ALA;SUDAFRICA;26;0;2;0;0;0;0
Alex Montgomery;25/12/2001;ALA;SUDAFRICA;29;2;6;3;2;4;3
Alex Montgomery;27/12/2001;ALA;SUDAFRICA;20;2;6;1;2;4;0
Alex Montgomery;30/12/2001;ALA;SUDAFRICA;22;0;9;4;0;2;3
Alex Montgomery;01/01/2002;ALA;SUDAFRICA;17;0;3;0;0;2;0
Alex Montgomery;14/03/2002;ALA;SUDAFRICA;23;0;6;5;0;8;9
Alex Montgomery;16/03/2002;ALA;SUDAFRICA;14;0;6;1;0;4;0
Alex Montgomery;19/03/2002;ALA;SUDAFRICA;20;2;4;0;2;2;0
Alex Montgomery;21/03/2002;ALA;SUDAFRICA;18;2;2;0;1;2;0
Alex Montgomery;23/03/2002;ALA;SUDAFRICA;19;0;5;1;0;4;3
Alex Montgomery;25/03/2002;ALA;SUDAFRICA;17;0;3;0;0;4;0
Alex Montgomery;27/03/2002;ALA;SUDAFRICA;13;0;2;1;0;4;3
Alex Montgomery;28/03/2002;ALA;SUDAFRICA;10;0;2;0;0;2;0
Jayne Appel;31/05/2001;BASE;PAKISTÁN;22;2;0;0;1;0;0
Jayne Appel;01/06/2001;BASE;PAKISTÁN;21;0;3;0;0;4;0
Jayne Appel;07/06/2001;BASE;PAKISTÁN;26;4;4;0;3;6;0
Jayne Appel;09/06/2001;BASE;PAKISTÁN;21;0;3;0;0;2;0
Jayne Appel;12/06/2001;BASE;PAKISTÁN;29;2;6;0;1;6;0
Jayne Appel;14/06/2001;BASE;PAKISTÁN;24;2;6;0;1;4;0
Jayne Appel;24/08/2001;BASE;PAKISTÁN;24;4;5;0;3;8;0
Jayne Appel;28/08/2001;BASE;PAKISTÁN;25;0;2;0;0;0;0
Jayne Appel;30/08/2001;BASE;PAKISTÁN;29;2;5;0;2;4;0
Jayne Appel;05/09/2001;BASE;PAKISTÁN;15;2;2;0;2;0;0
Jayne Appel;06/09/2001;BASE;PAKISTÁN;21;2;0;0;2;0;0
Jayne Appel;11/09/2001;BASE;PAKISTÁN;28;2;7;0;1;10;0
Jayne Appel;14/09/2001;BASE;PAKISTÁN;30;0;5;0;0;8;0
Jayne Appel;16/09/2001;BASE;PAKISTÁN;21;4;2;0;2;2;0
Jayne Appel;18/09/2001;BASE;PAKISTÁN;25;0;5;0;0;8;0
Jayne Appel;21/09/2001;BASE;PAKISTÁN;31;0;3;0;0;2;0
Jayne Appel;02/12/2001;BASE;PAKISTÁN;29;2;5;0;2;6;0
Jayne Appel;04/12/2001;BASE;PAKISTÁN;24;3;7;0;3;6;0
Jayne Appel;06/12/2001;BASE;PAKISTÁN;25;0;8;0;0;4;0
Jayne Appel;10/12/2001;BASE;PAKISTÁN;28;0;1;0;0;2;0
Jayne Appel;12/12/2001;BASE;PAKISTÁN;26;0;6;0;0;8;0
Jayne Appel;14/12/2001;BASE;PAKISTÁN;22;2;7;0;0;6;0
Jayne Appel;18/12/2001;BASE;PAKISTÁN;24;1;4;0;0;2;0
Jayne Appel;23/12/2001;BASE;PAKISTÁN;19;0;3;0;0;6;0
Jayne Appel;26/12/2001;BASE;PAKISTÁN;27;0;5;0;0;10;0
Jayne Appel;27/12/2001;BASE;PAKISTÁN;30;2;4;1;1;4;3
Jayne Appel;30/12/2001;BASE;PAKISTÁN;27;0;2;0;0;4;0
Jayne Appel;12/03/2002;BASE;PAKISTÁN;20;0;2;0;0;2;0
Jayne Appel;14/03/2002;BASE;PAKISTÁN;32;0;3;0;0;2;0
Jayne Appel;18/03/2002;BASE;PAKISTÁN;28;0;3;0;0;2;0
Jayne Appel;19/03/2002;BASE;PAKISTÁN;24;2;1;0;1;0;0
Jayne Appel;21/03/2002;BASE;PAKISTÁN;35;0;7;0;0;8;0
Jayne Appel;26/03/2002;BASE;PAKISTÁN;25;4;3;0;1;2;0
Jayne Appel;28/03/2002;BASE;PAKISTÁN;7;1;1;0;0;2;0
JasAUSTRALIAe Thomas;31/05/2001;PIVOT;USA;20;2;7;2;2;6;3
JasAUSTRALIAe Thomas;01/06/2001;PIVOT;USA;28;0;11;1;0;8;0
JasAUSTRALIAe Thomas;08/06/2001;PIVOT;USA;24;0;7;2;0;6;0
JasAUSTRALIAe Thomas;09/06/2001;PIVOT;USA;34;5;13;2;5;12;0
JasAUSTRALIAe Thomas;14/06/2001;PIVOT;USA;28;6;7;2;5;6;0
JasAUSTRALIAe Thomas;24/08/2001;PIVOT;USA;22;4;7;3;2;4;3
JasAUSTRALIAe Thomas;26/08/2001;PIVOT;USA;23;1;9;1;1;8;3
JasAUSTRALIAe Thomas;30/08/2001;PIVOT;USA;16;2;5;2;1;4;3
JasAUSTRALIAe Thomas;05/09/2001;PIVOT;USA;25;0;8;5;0;10;9
JasAUSTRALIAe Thomas;07/09/2001;PIVOT;USA;17;4;3;0;2;0;0
JasAUSTRALIAe Thomas;10/09/2001;PIVOT;USA;21;4;4;0;3;2;0
JasAUSTRALIAe Thomas;12/09/2001;PIVOT;USA;16;2;5;2;1;0;0
JasAUSTRALIAe Thomas;14/09/2001;PIVOT;USA;16;2;5;2;2;0;0
JasAUSTRALIAe Thomas;18/09/2001;PIVOT;USA;18;0;5;1;0;2;0
JasAUSTRALIAe Thomas;21/09/2001;PIVOT;USA;15;0;2;1;0;4;3
JasAUSTRALIAe Thomas;02/12/2001;PIVOT;USA;15;2;4;0;1;0;0
JasAUSTRALIAe Thomas;06/12/2001;PIVOT;USA;19;2;9;3;0;2;0
JasAUSTRALIAe Thomas;09/12/2001;PIVOT;USA;21;0;6;0;0;6;0
JasAUSTRALIAe Thomas;13/12/2001;PIVOT;USA;19;0;9;5;0;8;9
JasAUSTRALIAe Thomas;14/12/2001;PIVOT;USA;24;0;4;0;0;2;0
JasAUSTRALIAe Thomas;17/12/2001;PIVOT;USA;21;0;9;2;0;8;3
JasAUSTRALIAe Thomas;23/12/2001;PIVOT;USA;13;0;5;2;0;4;0
JasAUSTRALIAe Thomas;26/12/2001;PIVOT;USA;12;0;3;0;0;2;0
JasAUSTRALIAe Thomas;28/12/2001;PIVOT;USA;15;0;8;3;0;6;0
JasAUSTRALIAe Thomas;30/12/2001;PIVOT;USA;9;2;4;1;2;2;0
JasAUSTRALIAe Thomas;01/01/2002;PIVOT;USA;12;0;3;0;0;0;0
JasAUSTRALIAe Thomas;14/03/2002;PIVOT;USA;2;2;1;0;1;0;0
JasAUSTRALIAe Thomas;16/03/2002;PIVOT;USA;19;0;7;1;0;4;0
JasAUSTRALIAe Thomas;18/03/2002;PIVOT;USA;7;0;1;1;0;0;0
JasAUSTRALIAe Thomas;19/03/2002;PIVOT;USA;5;0;1;1;0;0;0
JasAUSTRALIAe Thomas;21/03/2002;PIVOT;USA;4;0;3;0;0;0;0
JasAUSTRALIAe Thomas;24/03/2002;PIVOT;USA;17;2;2;1;2;0;0
JasAUSTRALIAe Thomas;26/03/2002;PIVOT;USA;13;0;3;0;0;2;0
JasAUSTRALIAe Thomas;28/03/2002;PIVOT;USA;24;0;9;1;0;4;0
Erin Phillips;01/06/2001;PIVOT;MALTAIA;21;2;8;3;1;6;3
Erin Phillips;02/06/2001;PIVOT;MALTAIA;25;0;3;2;0;0;0
Erin Phillips;07/06/2001;PIVOT;MALTAIA;22;0;8;2;0;8;3
Erin Phillips;14/06/2001;PIVOT;MALTAIA;22;2;7;4;2;10;9
Erin Phillips;26/08/2001;PIVOT;MALTAIA;21;1;5;3;1;6;6
Erin Phillips;29/08/2001;PIVOT;MALTAIA;24;2;4;1;2;4;0
Erin Phillips;30/08/2001;PIVOT;MALTAIA;24;0;8;3;0;6;3
Erin Phillips;02/09/2001;PIVOT;MALTAIA;27;0;4;2;0;4;0
Erin Phillips;04/09/2001;PIVOT;MALTAIA;24;1;5;3;1;4;6
Erin Phillips;07/09/2001;PIVOT;MALTAIA;27;0;6;3;0;4;3
Erin Phillips;10/09/2001;PIVOT;MALTAIA;19;0;4;3;0;4;3
Erin Phillips;12/09/2001;PIVOT;MALTAIA;16;0;3;1;0;0;0
Erin Phillips;19/09/2001;PIVOT;MALTAIA;15;0;1;1;0;0;0
